		-4.34E-07	12	2.06E-08	10.6137056388801	-5.74E-08	10.6137056388801	-3.15E-08	10.9013877113319	-2.74E-08	9.92055845832016	-3.40E-08	11.3068528194401
		-4.29E-07	12	2.14E-08	8.74190346197852	-5.58E-08	10.9013877113319	-3.01E-08	9.60210472720163	-2.62E-08	9.10962824210384	-3.31E-08	10.2082405307719
		-4.23E-07	Inf	2.22E-08	7.12480267679885	-5.42E-08	10.3905620875659	-2.88E-08	8.63270417001353	-2.50E-08	8.70416313399567	-3.22E-08	9.10962824210384
		-4.18E-07	9.43505064253846	2.30E-08	6.40157804100163	-5.25E-08	11.3068528194401	-2.74E-08	7.23782606520224	-2.38E-08	8.70416313399567	-3.12E-08	8.36241384027361
		-4.12E-07	6.9001335721758	2.39E-08	5.33559097964959	-5.09E-08	11.3068528194401	-2.61E-08	6.09736666659863	-2.25E-08	8.41648106154389	-3.03E-08	7.65619457814632
		-4.07E-07	5.8472673052959	2.47E-08	4.69885219414397	-4.93E-08	8.74190346197852	-2.47E-08	5.60307034478385	-2.13E-08	8.47363947538384	-2.94E-08	6.91859563501554
		-4.02E-07	5.41520860761428	2.55E-08	4.56044069086668	-4.77E-08	6.25060701409175	-2.34E-08	5.19317063960782	-2.01E-08	8.59880261833784	-2.85E-08	6.7742533262868
		-3.96E-07	5.41382834514533	2.63E-08	3.96926507590146	-4.60E-08	4.87874754675546	-2.20E-08	4.91326206548942	-1.89E-08	7.48914049348315	-2.76E-08	6.69669509194092
		-3.91E-07	3.61656679876329	2.72E-08	3.83236428475363	-4.44E-08	4.06620312518459	-2.07E-08	4.61043604632237	-1.77E-08	6.23480889721516	-2.67E-08	6.27968822339259
		-3.85E-07	2.28743085148335	2.80E-08	3.23939015243	-4.28E-08	3.71574820237808	-1.93E-08	4.31567593231885	-1.65E-08	5.69190155849047	-2.58E-08	6.43931836898447
		-3.80E-07	1.82824257853355	2.88E-08	3.20957869310213	-4.12E-08	3.66769164778088	-1.80E-08	3.91636279685845	-1.53E-08	5.26421998575767	-2.49E-08	6.32667673282851
		-3.74E-07	1.30404042936045	2.96E-08	2.78109639736333	-3.95E-08	3.82586065657053	-1.66E-08	3.88597455764324	-1.41E-08	5.04631578912946	-2.40E-08	6.09736666659863
		-3.69E-07	0.514939173178076	3.04E-08	2.83685606285479	-3.79E-08	3.91420529871843	-1.53E-08	3.72360529513669	-1.29E-08	4.50223829937743	-2.31E-08	6.35102576183879
		-3.63E-07	0.231440560546885	3.13E-08	2.48733527883517	-3.63E-08	4.09418968734107	-1.39E-08	3.65075219943321	-1.17E-08	4.25197147556762	-2.22E-08	6.42405089685368
		-3.58E-07	0.084500268045943	3.21E-08	2.66717654380927	-3.47E-08	4.00638000517226	-1.26E-08	3.52906019310123	-1.04E-08	3.92597378387594	-2.12E-08	6.34400818918015
		-3.53E-07	0.085563902229337	3.29E-08	2.61318848490804	-3.30E-08	3.82192253615039	-1.13E-08	3.43611408059178	-9.23E-09	3.65383240563587	-2.03E-08	6.52772932632853
		-3.47E-07	0.140871227800497	3.37E-08	2.32378953005969	-3.14E-08	3.49812351269566	-9.91E-09	3.04030285304061	-8.02E-09	3.47206471205186	-1.94E-08	6.63402398497815
		-3.42E-07	0.218636445944751	3.46E-08	2.47645601834196	-2.98E-08	3.16173831711435	-8.56E-09	2.85547896906111	-6.81E-09	3.32682922712941	-1.85E-08	6.40157804100163
		-3.36E-07	0.453214317541669	3.54E-08	2.41961446514691	-2.81E-08	2.99300055204185	-7.21E-09	2.79859946959329	-5.60E-09	3.13271347601058	-1.76E-08	6.23480889721516
		-3.31E-07	0.762538223543681	3.62E-08	2.04962886156502	-2.65E-08	2.92823227788776	-5.87E-09	2.70863278938144	-4.39E-09	2.93746382279221	-1.67E-08	5.99118681455741
		-3.25E-07	1.36703333765654	3.70E-08	2.10898996897499	-2.49E-08	2.833611515553	-4.52E-09	2.77871968798548	-3.18E-09	2.7768421243132	-1.58E-08	5.74233241211736
		-3.20E-07	2.12516915671368	3.79E-08	2.03123982084768	-2.33E-08	2.87152065450414	-3.17E-09	2.47441102785423	-1.97E-09	2.62558690628666	-1.49E-08	5.45465033966558
		-3.14E-07	2.65163833012644	3.87E-08	1.76139827545223	-2.16E-08	2.97022273180291	-1.82E-09	2.40432920233603	-7.63E-10	2.49975502721894	-1.40E-08	5.2099027644861
		-3.09E-07	3.7446911882144	3.95E-08	1.96338113486069	-2.00E-08	3.09591308606103	-4.76E-10	2.35288967008724	4.47E-10	2.33115941003651	-1.31E-08	4.89093786431283
		-3.04E-07	4.6874465018974	4.03E-08	1.95905751201003	-1.84E-08	2.86600086128054	8.71E-10	2.477041070282	1.66E-09	2.30643133144993	-1.22E-08	4.67221946157837
		-2.98E-07	6.76355803717005	4.12E-08	1.96141353404226	-1.68E-08	2.64253356313352	2.22E-09	2.27941417252289	2.87E-09	1.98658238809168	-1.12E-08	4.45725645463145
		-2.93E-07	10.3905620875659	4.20E-08	1.96930727322858	-1.51E-08	2.62422993890008	3.57E-09	2.33584889898537	4.08E-09	1.84256814699695	-1.03E-08	4.07448102021307
		-2.87E-07	12	4.28E-08	1.946197686805	-1.35E-08	2.48475177490697	4.91E-09	2.28894494800856	5.29E-09	1.81212329071288	-9.43E-09	4.33237390841501
		-2.82E-07	10.9013877113319	4.36E-08	1.91857548898774	-1.19E-08	2.20348537346798	6.26E-09	2.07294241595144	6.50E-09	1.96728404945609	-8.52E-09	3.97579251422142
